x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.10241615283368195,-0.3140807532454765,-0.08466338231794636,0.19529334219911415,-0.6065305999148011,-0.19133123891587592,0.27795946636009633,-0.8103582517299196,-0.2840606913424055,0.3092111730684158,-1.0,-0.36051819464659285,-0.057338060687817105,-0.7437237508260468,-0.3472059977579904,0.311503111670608,-0.8056068611039808,-0.48304385159275914,0.3797134163658309,-0.6647855896472439,-0.5065988157928455,0.31834428129829984,-0.5844923020627959,-0.5163436082844212,-0.09008706260479189,-0.5079348283187968,-0.3812604182008061,0.3864231694529249,-0.5298941909110273,-0.5097628823462778,0.36214882769618956,-0.400580656304444,-0.4781550709471046,0.24744249758330103,-0.37349434192057934,-0.4681722353126733,-0.05984043642579778,-0.24964500466955397,-0.4146233657679958,0.38054082855910126,-0.24654749974058032,-0.5083079561716528,0.3263845841912387,-0.1698789192849848,-0.4283459406720105,0.21304652213805494,-0.1736702011458157,-0.3886575053958514,-0.009536915418266421,-0.008219848608145232,-0.4585493017951065,0.3339748281003381,-0.025320212614895605,-0.5261110573289376,0.2939728278381877,-0.004074936783523848,-0.4964004228976674,0.18175556113838812,-0.0025984634163658308,-0.4821060153712202,A
0.0,0.0,0.0,0.12221890244369024,-0.3127267731480011,-0.09326788378245227,0.2511337503002533,-0.6099113537041472,-0.21947710969228681,0.36368596974713285,-0.8129557616398232,-0.3303073418374512,0.4018450306858652,-1.0,-0.42583112035953563,-0.024964011382315614,-0.745156521791903,-0.400477692212272,0.3779769273535219,-0.7782328034128301,-0.5433929852924746,0.4462477770701382,-0.6513845250219291,-0.5618322099348906,0.3833324523264606,-0.5776263950949055,-0.5650711195609124,-0.057794109485435986,-0.484326975688696,-0.43673435000759525,0.4566835306920659,-0.49037663439601525,-0.5587041664482741,0.4269054397586117,-0.37400562396087733,-0.49894278767281147,0.3049542695865199,-0.352515095781572,-0.47103187426687443,-0.0270175636416057,-0.20932371479054568,-0.47232348018291326,0.4478923427778736,-0.20550562743506415,-0.5591899369266046,0.3894394571050947,-0.14202317467323075,-0.45075159446378255,0.268343376665092,-0.1462652007767754,-0.39476656882472344,0.02662370519475368,0.04460363354206893,-0.5202408283105948,0.4044789040778774,0.018559897663648933,-0.5845684319915442,0.3608782990592342,0.033013042625106126,-0.5370660512940206,0.2439575755171679,0.03690078962549761,-0.5117688258148093,A
0.0,0.0,0.0,0.11213085646490335,-0.3225473502368059,-0.10544482480557542,0.24100432822779747,-0.6382400725948079,-0.22440056157221389,0.35464471789783075,-0.8386602191547775,-0.32527196011658366,0.3957908875756877,-1.0,-0.4102875650880559,-0.022877941403347753,-0.746783174734677,-0.3837935510956175,0.40255600472709546,-0.7757652653533007,-0.5251282650262113,0.45666372079299355,-0.6573076441714536,-0.5491704265441203,0.38260833366311753,-0.5922814060044904,-0.5579374305673684,-0.05493546696415435,-0.4794605486828925,-0.41126726982593376,0.47395376297470054,-0.4838276359278908,-0.5355949008852271,0.4276940473311644,-0.3819899771211653,-0.4882633791465822,0.30000690536849073,-0.3621643336556136,-0.46868380084930666,-0.023065181407960864,-0.19837256633776684,-0.43972565122363927,0.46055663344615677,-0.19345001232335812,-0.5291113137312136,0.38424507572634337,-0.14159042696170307,-0.4341270321544061,0.2575773912697025,-0.1524187236788659,-0.3853964809728958,0.028629139636645404,0.059074042791308956,-0.4817207434987474,0.40952730028052947,0.03736867405043813,-0.5491756524698216,0.35127868575383175,0.04336357015233529,-0.511998327698907,0.22804331783213594,0.03538371560458734,-0.49306319090605844,A
0.0,0.0,0.0,0.12055447102120709,-0.3094427211391543,-0.0762953439600225,0.2556777601247306,-0.6156981556158202,-0.17786738926404952,0.3705576103003893,-0.8110133430897289,-0.2682910586944493,0.4162542394150126,-1.0,-0.3451357653443993,-0.007804547025932325,-0.7393233115013195,-0.33012618819377315,0.3754299424362976,-0.7936591515028093,-0.4592337214472819,0.4599651356352265,-0.6665531970291058,-0.4873589721091146,0.4153931799821792,-0.5885947723612565,-0.49883327243212294,-0.03714873494736988,-0.4962495650923772,-0.36570430119056835,0.45760491022558475,-0.5083935783075894,-0.47230290372869477,0.4372446132318354,-0.4069004687904823,-0.434665765278624,0.32556981761172354,-0.37988062880231843,-0.423508767065066,-0.0051214243289780075,-0.22631597515536014,-0.4007736374034393,0.45638524687419624,-0.22446640582602378,-0.4759431435303299,0.4007801130123421,-0.17304082711592328,-0.39024043745459036,0.2848059998074575,-0.1834075384899119,-0.3492498868130626,0.04907235795060679,0.024679090922836176,-0.44622215668446497,0.4223045486916723,-0.0048923210155991,-0.5001035059406779,0.3749577265092437,-0.0034966871848815047,-0.4587547144264869,0.2585428328804087,-0.011254935181786474,-0.43777471945104207,A
0.0,0.0,0.0,0.11673204484630056,-0.30804068222693676,-0.08773586129173151,0.25201001694946495,-0.6202789683560248,-0.19909702796966272,0.3725297537280484,-0.8260718934685312,-0.2959999762637004,0.4152418787836762,-1.0,-0.37795619116992535,-0.005720334705850857,-0.7350333415549796,-0.36705992786424424,0.4208417853904565,-0.7677824991288273,-0.4959245989823033,0.47451234080800936,-0.6355133862151959,-0.5086776889022432,0.4033737422856235,-0.5616610300113494,-0.509798100323953,-0.036989859286963835,-0.47575348754332825,-0.402583166888566,0.4792710062329441,-0.47895255641995,-0.5024096345621356,0.4429247175162319,-0.37423733990830965,-0.43886063954866644,0.32637261261387784,-0.35222849037409076,-0.4118856231126886,-0.01029712912402602,-0.2000693427101062,-0.4388170589719984,0.45589636863638,-0.18423304768232962,-0.5039616824103611,0.3896052644283308,-0.12823240165404307,-0.39743025743522353,0.269712947512835,-0.1386137953371855,-0.34775395183926683,0.036397198554511706,0.052446612696386896,-0.48842110331973365,0.40414722071784626,0.05367459309434383,-0.5362659933325401,0.3569950556014427,0.06343348234701374,-0.4906685093318344,0.24291084897421067,0.05779109235834557,-0.47082929664369844,A
0.0,0.0,0.0,0.12807656743692783,-0.334515033458813,-0.07647767304131854,0.2696108084893795,-0.6600365483301269,-0.17433843989890715,0.38919519174726436,-0.8531556459281917,-0.2607730495022657,0.43648242042850066,-1.0,-0.33320224259051195,0.006266329522198509,-0.7709921951347775,-0.32758617973089,0.40867010530651954,-0.8116853863649311,-0.45423282661880404,0.4930641436340609,-0.6745583305213615,-0.48112538592219467,0.4401642483708823,-0.5943740112449658,-0.4927637064519263,-0.024587998650253514,-0.5134940466538996,-0.3637629132567521,0.48090660893724996,-0.5076713805540096,-0.46947589054332345,0.45553032328181214,-0.40139234237984844,-0.43577096791272013,0.3354744052131767,-0.37869258647361204,-0.4279911694105881,0.0031662949020776453,-0.23346810347472075,-0.39851423999619406,0.47068639867479434,-0.21650950300406238,-0.4701701773469222,0.4099523644666091,-0.162511404919563,-0.38816194739920296,0.2877324697293057,-0.1790733201572367,-0.3513174180356435,0.05320683111954459,0.02148165352708915,-0.44398693611479645,0.4333762505970875,0.002859183753960498,-0.49150857369033624,0.38224750318811873,0.009451205349904247,-0.44804112755968256,0.2616771038296865,0.0035025044808953904,-0.42739763154099647,A
0.0,0.0,0.0,0.1199755451985832,-0.3210077439616178,-0.09030890662445042,0.2731449181718977,-0.6337967614684388,-0.2095067100252139,0.4083847706029849,-0.8291793469177261,-0.31376125157446155,0.45531906932678523,-1.0,-0.4037986159201165,0.019230623285044397,-0.7489275874198261,-0.3828156426814984,0.4432021529261663,-0.7796322531580245,-0.5198740297553286,0.5083561258695124,-0.659606142856916,-0.5410517183494828,0.4436779767181678,-0.5912820115486105,-0.5459398106296478,-0.011720867220629573,-0.4775389461597261,-0.4177890885017412,0.5103218993840941,-0.4742498318467664,-0.5307727948902227,0.4716245058430491,-0.38319399544261057,-0.47638120249895577,0.34676135371868827,-0.3708035156600917,-0.4523992686246964,0.01596939478778806,-0.19114420620113473,-0.4513903933461251,0.4928427877132272,-0.1876708337135276,-0.5263007836893024,0.4279440229313181,-0.1520474101225158,-0.4200038929401041,0.3046451238739116,-0.17068431262258507,-0.3658508522301665,0.06400306532181732,0.06746443631912175,-0.49738213384990176,0.44287175895783293,0.04481056441773446,-0.5483625673613808,0.39773397743684524,0.03560418590802658,-0.49571851550294116,0.2845265667989713,0.019899706369420345,-0.4674563295338482,A
0.0,0.0,0.0,0.12734678272183111,-0.33644766850656344,-0.09493549109512228,0.27572109198756645,-0.6682366875885986,-0.20298346566124273,0.39727601163920306,-0.8514576698148651,-0.2943101895828192,0.4445828226966757,-1.0,-0.3679895933011345,0.016776120252094982,-0.7607015500592358,-0.3712571231524536,0.43158496465421126,-0.7941204869002428,-0.5123533969307927,0.4902645481425429,-0.658540590788761,-0.5410624035146155,0.41216644601038216,-0.5938970597134157,-0.5525967481124471,-0.01858512781648158,-0.48485307312646736,-0.4026486340677622,0.4974134760727875,-0.4819809931414426,-0.5339079985617617,0.45962855716054896,-0.39067566936062564,-0.5011986453354111,0.32850103873500563,-0.37376209350885364,-0.49072401627339274,0.00577331186458256,-0.19837970236622393,-0.4329302970225682,0.47596086190314696,-0.1956281168786024,-0.5223023201613985,0.41272563235097043,-0.14999586131436704,-0.4341961076188225,0.28645976654279465,-0.16972515682173325,-0.38959313477928925,0.05302464598336805,0.05767269471897529,-0.4749905621157628,0.4338863742189832,0.02290543858627799,-0.5327073822023722,0.3815530698314199,0.02100067146530408,-0.4884287462742876,0.256606283081327,0.00769327330634339,-0.46590161977388156,A
0.0,0.0,0.0,0.1294947059922059,-0.324614043442094,-0.09016631895213037,0.2818329726598181,-0.6445238781276356,-0.19433721003853469,0.4062921703247515,-0.834217134474093,-0.2834081809029963,0.4645103652376396,-1.0,-0.35558979032724336,0.033715860012623354,-0.7645818870714983,-0.34979108475949316,0.45263873891834017,-0.8015242406835348,-0.48447515113252543,0.5174848514059263,-0.6600492554208498,-0.5095995920316676,0.44136702397815664,-0.5933720649147538,-0.5183754847697544,0.004115679233724405,-0.4983580796777219,-0.38297552152439485,0.5163447396168359,-0.49392405867889744,-0.5023771475714053,0.48414389222888005,-0.4037902632071777,-0.4647667665480065,0.3544560448907416,-0.39609087519207975,-0.45119145144788164,0.028269554226096373,-0.21313821679757114,-0.4163232222624732,0.49908879485140856,-0.2015866832981853,-0.49959853001692317,0.4429506779515145,-0.16395406387865472,-0.410288868493192,0.32076890217706017,-0.19412491342128357,-0.36478700874165093,0.07565204684737027,0.04867284491336525,-0.46119951768188017,0.45483246038873243,0.022820621857349094,-0.5174712400640467,0.40938068080485834,0.011439290885838492,-0.47293469305483515,0.28827702947909534,-0.011404795106011922,-0.44907136183239843,A
0.0,0.0,0.0,0.11916284932462867,-0.3270917639769909,-0.0854193219638682,0.2763158035289866,-0.637150319303674,-0.21385161391798532,0.41687564871076804,-0.8201236979050759,-0.3282499886471514,0.4875972732338599,-1.0,-0.428895294518173,0.03626620330395182,-0.752205127018236,-0.40491952314209606,0.45017385003498367,-0.7921613484994419,-0.543435272904866,0.5307610412130513,-0.6894148206042112,-0.5626882518559263,0.4733486917184003,-0.6258006626419153,-0.5649784345364393,0.006030895990856182,-0.4727912677967067,-0.4460156062198025,0.5257616732331477,-0.4876045726208894,-0.562730757432836,0.5093674279986683,-0.41555374752310437,-0.5041293199876927,0.39070414160098704,-0.4083832569864926,-0.47596018428852715,0.034062856624015696,-0.18676015816525457,-0.4834693396782343,0.5064264871610904,-0.19544518249357742,-0.558220670926198,0.45940686249201074,-0.17337165808246882,-0.4429434544495231,0.33783201083869957,-0.19329916270689756,-0.3824075904246411,0.08497625918877105,0.0694777021529631,-0.5327281848439926,0.4672633173755677,0.02490212590196389,-0.579949966927024,0.429265379007319,-0.0019133295708850596,-0.5174751364597387,0.31338048856043627,-0.022119279105415612,-0.4824615346751276,A
